frameno;frametime;cir_pos;color
0;0.0349659919739;"[(238, 338)]";"[0]"
1;0.0109508037567;"[(240, 335)]";"[0]"
2;0.0104351043701;"[]";"[]"
3;0.0105810165405;"[(360, 395)]";"[0]"
4;0.0108299255371;"[(244, 328)]";"[0]"
5;0.0106461048126;"[(246, 326)]";"[0]"
6;0.0104999542236;"[]";"[]"
7;0.0104551315308;"[]";"[]"
8;0.0104851722717;"[]";"[]"
9;0.0107049942017;"[(368, 396)]";"[0]"
10;0.0109570026398;"[(248, 328)]";"[0]"
11;0.0110418796539;"[(369, 394)]";"[0]"
12;0.0102860927582;"[]";"[]"
13;0.0104749202728;"[(245, 324), (368, 392)]";"[0, 0]"
14;0.0108518600464;"[(244, 322)]";"[0]"
15;0.0105640888214;"[]";"[]"
16;0.0105612277985;"[(243, 319)]";"[0]"
17;0.0102260112762;"[]";"[]"
18;0.011430978775;"[]";"[]"
19;0.0108020305634;"[(236, 312)]";"[0]"
20;0.0105729103088;"[(360, 382)]";"[0]"
21;0.0104539394379;"[(228, 310), (357, 382)]";"[0, 0]"
22;0.0102379322052;"[]";"[]"
23;0.0103960037231;"[(348, 381)]";"[0]"
24;0.0146591663361;"[(210, 308), (342, 381)]";"[0, 0]"
25;0.014191865921;"[]";"[]"
26;0.011088848114;"[(196, 308)]";"[0]"
27;0.0119869709015;"[(322, 382)]";"[0]"
28;0.0108149051666;"[(316, 382), (182, 307)]";"[0, 0]"
29;0.010360956192;"[(174, 306)]";"[0]"
30;0.0108120441437;"[(302, 379)]";"[0]"
31;0.0105581283569;"[(159, 303), (296, 378)]";"[0, 0]"
32;0.0106778144836;"[(291, 377)]";"[0]"
33;0.010596036911;"[(147, 299)]";"[0]"
34;0.0106389522552;"[]";"[]"
35;0.0105669498444;"[(139, 297), (280, 374)]";"[0, 0]"
36;0.0106890201569;"[(278, 373)]";"[0]"
37;0.0104250907898;"[(276, 374)]";"[0]"
38;0.010547876358;"[(133, 297), (276, 374)]";"[0, 0]"
39;0.010556936264;"[(133, 296), (276, 374)]";"[0, 0]"
40;0.0103950500488;"[(276, 373)]";"[0]"
41;0.0105769634247;"[(133, 295), (277, 372)]";"[0, 0]"
42;0.0106408596039;"[(133, 293), (278, 372)]";"[0, 0]"
43;0.010498046875;"[(133, 293), (278, 372)]";"[0, 0]"
44;0.0105929374695;"[(278, 372)]";"[0]"
45;0.0105199813843;"[(278, 372)]";"[0]"
46;0.0105290412903;"[(133, 292)]";"[0]"
47;0.0104660987854;"[(132, 291)]";"[0]"
48;0.0105860233307;"[(280, 370)]";"[0]"
49;0.0105879306793;"[(280, 370)]";"[0]"
50;0.0103030204773;"[]";"[]"
51;0.0104122161865;"[(133, 287), (282, 368)]";"[0, 0]"
52;0.0104908943176;"[(133, 286), (282, 366)]";"[0, 0]"
53;0.0101099014282;"[]";"[]"
54;0.0102970600128;"[]";"[]"
55;0.0102999210358;"[]";"[]"
56;0.0105319023132;"[(136, 287), (286, 368)]";"[0, 0]"
57;0.0105500221252;"[(137, 287), (288, 368)]";"[0, 0]"
58;0.0103759765625;"[(137, 287)]";"[0]"
59;0.0103850364685;"[(139, 287)]";"[0]"
60;0.0104019641876;"[]";"[]"
61;0.0104019641876;"[(292, 370), (139, 288)]";"[0, 0]"
62;0.0107560157776;"[(141, 287), (294, 370)]";"[0, 0]"
63;0.0104088783264;"[(142, 288)]";"[0]"
64;0.0103468894958;"[]";"[]"
65;0.0104048252106;"[(145, 285)]";"[0]"
66;0.0103471279144;"[]";"[]"
67;0.0107328891754;"[(149, 284), (303, 368)]";"[0, 0]"
68;0.0218949317932;"[(150, 284)]";"[0]"
69;0.0148410797119;"[(306, 368)]";"[0]"
70;0.0119919776917;"[]";"[]"
71;0.0110840797424;"[(310, 368), (154, 284)]";"[0, 0]"
72;0.0113179683685;"[(156, 283), (312, 368)]";"[0, 0]"
73;0.0110788345337;"[(314, 368), (158, 284)]";"[0, 0]"
74;0.0112340450287;"[(316, 368), (160, 283)]";"[0, 0]"
75;0.0106019973755;"[(162, 283)]";"[0]"
76;0.0109660625458;"[(164, 282)]";"[0]"
77;0.0111269950867;"[(167, 280)]";"[0]"
78;0.0109570026398;"[(170, 280), (328, 366)]";"[0, 0]"
79;0.0119409561157;"[]";"[]"
80;0.0108158588409;"[(175, 280)]";"[0]"
81;0.0106189250946;"[(178, 280)]";"[0]"
82;0.0108981132507;"[(181, 279)]";"[0]"
83;0.0105860233307;"[(185, 279)]";"[0]"
84;0.0109369754791;"[(348, 365), (189, 279)]";"[0, 0]"
85;0.0106339454651;"[(193, 278), (353, 365)]";"[0, 0]"
86;0.0108880996704;"[(197, 278)]";"[0]"
87;0.0107471942902;"[(202, 277), (361, 364)]";"[0, 0]"
88;0.0108389854431;"[(206, 276)]";"[0]"
89;0.0106990337372;"[(210, 276), (371, 363)]";"[0, 0]"
90;0.0107400417328;"[(214, 274), (375, 362)]";"[0, 0]"
91;0.0104010105133;"[(218, 274)]";"[0]"
92;0.0105981826782;"[(384, 361), (223, 273)]";"[0, 0]"
93;0.0105049610138;"[(227, 272)]";"[0]"
94;0.0109989643097;"[(393, 360)]";"[0]"
95;0.0128028392792;"[]";"[]"
96;0.0175230503082;"[(238, 270), (401, 359)]";"[0, 0]"
97;0.0226030349731;"[(242, 270)]";"[0]"
98;0.0201001167297;"[(408, 359), (245, 270)]";"[0, 0]"
99;0.0229930877686;"[(249, 270)]";"[0]"
100;0.0182437896729;"[(251, 268)]";"[0]"
101;0.0187199115753;"[(254, 268)]";"[0]"
102;0.0151369571686;"[(258, 268)]";"[0]"
103;0.0224771499634;"[(260, 267)]";"[0]"
104;0.0197629928589;"[(427, 357), (264, 267)]";"[0, 0]"
105;0.0153939723969;"[]";"[]"
106;0.0218629837036;"[]";"[]"
107;0.0184109210968;"[(270, 266)]";"[0]"
108;0.0112299919128;"[]";"[]"
109;0.010598897934;"[(441, 356)]";"[0]"
110;0.0132350921631;"[(443, 355)]";"[0]"
111;0.0116159915924;"[(445, 356), (279, 263)]";"[0, 0]"
112;0.0118899345398;"[(447, 356)]";"[0]"
113;0.0111818313599;"[(283, 265)]";"[0]"
114;0.011932849884;"[(285, 264), (451, 355)]";"[0, 0]"
115;0.0111620426178;"[(453, 355), (287, 264)]";"[0, 0]"
116;0.0142910480499;"[(455, 355), (287, 263)]";"[0, 0]"
117;0.0221109390259;"[(457, 355), (290, 264)]";"[0, 0]"
118;0.0176079273224;"[(291, 263), (458, 354)]";"[0, 0]"
119;0.0142059326172;"[(292, 262)]";"[0]"
120;0.0114679336548;"[(294, 262), (461, 354)]";"[0, 0]"
121;0.0116021633148;"[(295, 262)]";"[0]"
122;0.0119309425354;"[(296, 262)]";"[0]"
123;0.011109828949;"[(464, 354), (296, 262)]";"[0, 0]"
124;0.0113520622253;"[(298, 262), (465, 354)]";"[0, 0]"
125;0.0112500190735;"[(298, 262)]";"[0]"
126;0.0112149715424;"[(467, 355), (300, 262)]";"[0, 0]"
127;0.0112738609314;"[(300, 262)]";"[0]"
128;0.0115759372711;"[(469, 355), (301, 262)]";"[0, 0]"
129;0.0111331939697;"[(469, 355), (302, 263)]";"[0, 0]"
130;0.0118758678436;"[(471, 355), (302, 263)]";"[0, 0]"
