frameno;frametime;cir_pos;color
0;0.00667214393616;"[(511, 391)]";"[1]"
1;0.00455403327942;"[(334, 302), (602, 383), (521, 390)]";"[1, 1, 1]"
2;0.00470304489136;"[(532, 390)]";"[1]"
3;0.00477290153503;"[(348, 296), (626, 379)]";"[1, 1]"
4;0.00535011291504;"[(553, 385)]";"[1]"
5;0.00546717643738;"[(563, 379), (651, 370)]";"[1, 1]"
6;0.00633811950684;"[(574, 376)]";"[1]"
7;0.0062940120697;"[(584, 377), (677, 366)]";"[1, 1]"
8;0.00636792182922;"[(594, 380)]";"[1]"
9;0.00721502304077;"[(605, 383), (702, 369), (383, 282)]";"[1, 1, 1]"
10;0.00676894187927;"[(615, 382)]";"[1]"
11;0.00673508644104;"[(730, 363)]";"[1]"
12;0.00751709938049;"[]";"[]"
13;0.00770306587219;"[(647, 370)]";"[1]"
14;0.0077600479126;"[(660, 373)]";"[1]"
15;0.00779986381531;"[(671, 371)]";"[1]"
16;0.00881195068359;"[(684, 372)]";"[1]"
17;0.00872898101807;"[(697, 369), (829, 342)]";"[1, 1]"
18;0.00899696350098;"[(710, 366)]";"[1]"
19;0.00906801223755;"[(722, 362), (869, 329), (431, 234)]";"[1, 1, 1]"
20;0.00960612297058;"[(736, 362)]";"[1]"
21;0.0096218585968;"[(749, 362)]";"[1]"
22;0.0109100341797;"[(443, 225), (763, 366)]";"[1, 1]"
23;0.00990414619446;"[(777, 367), (447, 219), (974, 317)]";"[1, 1, 1]"
24;0.010833978653;"[(791, 364)]";"[1]"
25;0.0108690261841;"[(806, 359), (1038, 300), (449, 198)]";"[1, 1, 1]"
26;0.0112237930298;"[(821, 354)]";"[1]"
27;0.0111348628998;"[(839, 348), (1120, 274)]";"[1, 1]"
28;0.0126960277557;"[(855, 342)]";"[1]"
29;0.0128040313721;"[(874, 337), (1228, 234)]";"[1, 1]"
30;0.0130431652069;"[(894, 334)]";"[1]"
31;0.0129771232605;"[(916, 332), (448, 130)]";"[1, 1]"
32;0.0134971141815;"[(937, 328)]";"[1]"
33;0.0135979652405;"[(964, 326)]";"[1]"
34;0.0135951042175;"[(992, 321)]";"[1]"
35;0.0134680271149;"[(1022, 311)]";"[1]"
36;0.013701915741;"[(1057, 305)]";"[1]"
37;0.013680934906;"[(1093, 290)]";"[1]"
38;0.0135018825531;"[(1138, 280)]";"[1]"
39;0.0135390758514;"[(1184, 263)]";"[1]"
40;0.0130140781403;"[(1245, 248)]";"[1]"
41;0.0126030445099;"[]";"[]"
42;0.012540102005;"[]";"[]"
43;0.0128500461578;"[]";"[]"
44;0.0123600959778;"[]";"[]"
45;0.0123798847198;"[]";"[]"
46;0.0123798847198;"[]";"[]"
47;0.0123059749603;"[]";"[]"
48;0.012130022049;"[]";"[]"
