frameno;frametime;cir_pos;color
0;0.0562529563904;"[(512.5, 391.5)]";"[1]"
1;0.0510981082916;"[(335.5, 301.5), (521.5, 390.5)]";"[1, 1]"
2;0.055083990097;"[(532.5, 390.5)]";"[1]"
3;0.0551340579987;"[(542.5, 387.5), (349.5, 295.5)]";"[1, 1]"
4;0.0585560798645;"[(553.5, 385.5)]";"[1]"
5;0.0628890991211;"[(362.5, 283.5), (652.5, 369.5)]";"[1, 1]"
6;0.0608720779419;"[]";"[]"
7;0.0576460361481;"[(678.5, 366.5)]";"[1]"
8;0.060928106308;"[]";"[]"
9;0.0623071193695;"[(703.5, 370.5)]";"[1]"
10;0.0720500946045;"[]";"[]"
11;0.0549199581146;"[(395.5, 271.5), (731.5, 362.5)]";"[1, 1]"
12;0.0511879920959;"[(637.5, 375.5)]";"[1]"
13;0.0638999938965;"[(648.5, 371.5)]";"[1]"
14;0.065798997879;"[(661.5, 372.5)]";"[1]"
15;0.0544469356537;"[(672.5, 370.5), (414.5, 254.5)]";"[1, 1]"
16;0.0663900375366;"[(685.5, 371.5)]";"[1]"
17;0.074068069458;"[(425.5, 247.5), (698.5, 369.5)]";"[1, 1]"
18;0.0522501468658;"[(710.5, 366.5)]";"[1]"
19;0.071004152298;"[(432.5, 234.5), (722.5, 362.5)]";"[1, 1]"
20;0.0527820587158;"[]";"[]"
21;0.0541818141937;"[(750.5, 362.5), (440.5, 226.5)]";"[1, 1]"
22;0.050577878952;"[(764.5, 365.5)]";"[1]"
23;0.0639410018921;"[(448.5, 219.5)]";"[1]"
24;0.0706670284271;"[(792.5, 364.5)]";"[1]"
25;0.0860221385956;"[(452.5, 200.5), (807.5, 359.5)]";"[1, 1]"
26;0.0578510761261;"[(823.5, 353.5)]";"[1]"
27;0.0795509815216;"[(839.5, 348.5), (453.5, 175.5), (1121.5, 273.5)]";"[1, 1, 1]"
28;0.0762329101562;"[(856.5, 341.5)]";"[1]"
29;0.072313785553;"[(453.5, 151.5), (875.5, 336.5)]";"[1, 1]"
30;0.0511400699615;"[(895.5, 335.5)]";"[1]"
31;0.0643758773804;"[(916.5, 332.5), (451.5, 128.5)]";"[1, 1]"
32;0.0512590408325;"[(940.5, 328.5)]";"[1]"
33;0.065388917923;"[(965.5, 325.5), (448.5, 101.5)]";"[1, 1]"
34;0.0653240680695;"[(993.5, 320.5)]";"[1]"
35;0.0544979572296;"[(1022.5, 311.5), (436.5, 64.5)]";"[1, 1]"
36;0.0510151386261;"[(1057.5, 304.5)]";"[1]"
37;0.068286895752;"[(1094.5, 290.5), (422.5, 11.5)]";"[1, 1]"
38;0.0515561103821;"[(1138.5, 280.5)]";"[1]"
39;0.0536451339722;"[(1188.5, 267.5)]";"[1]"
40;0.0619239807129;"[(1247.5, 247.5)]";"[1]"
41;0.0748519897461;"[]";"[]"
42;0.0753650665283;"[]";"[]"
43;0.0572769641876;"[]";"[]"
44;0.0665488243103;"[]";"[]"
45;0.0541398525238;"[]";"[]"
46;0.0492930412292;"[]";"[]"
47;0.0534770488739;"[]";"[]"
48;0.0606610774994;"[]";"[]"
