frameno;frametime;cir_pos;color
0;0.0106408596039;"[(721, 404)]";"[0]"
1;0.00558686256409;"[(852, 405)]";"[1]"
2;0.00540709495544;"[]";"[]"
3;0.00558805465698;"[(703, 348)]";"[1]"
4;0.00625705718994;"[(684, 383)]";"[0]"
5;0.00577211380005;"[]";"[]"
6;0.00591492652893;"[(652, 375), (704, 346), (859, 402)]";"[0, 1, 1]"
7;0.00607991218567;"[(861, 402)]";"[1]"
8;0.00634789466858;"[]";"[]"
9;0.00653910636902;"[(864, 403)]";"[1]"
10;0.0067720413208;"[(721, 404), (704, 346), (866, 404)]";"[0, 1, 1]"
11;0.00639986991882;"[]";"[]"
12;0.00679898262024;"[]";"[]"
13;0.00934100151062;"[(874, 408)]";"[1]"
14;0.00709795951843;"[(725, 406)]";"[0]"
15;0.00677394866943;"[]";"[]"
16;0.00751090049744;"[]";"[]"
17;0.00739502906799;"[]";"[]"
18;0.00744009017944;"[]";"[]"
19;0.00753617286682;"[]";"[]"
20;0.00758695602417;"[(730, 402)]";"[0]"
21;0.0075478553772;"[(897, 400), (716, 334)]";"[1, 1]"
22;0.0073709487915;"[]";"[]"
23;0.00751519203186;"[(903, 399)]";"[1]"
24;0.00810384750366;"[(775, 402), (718, 332), (906, 400)]";"[0, 1, 1]"
25;0.00788688659668;"[(908, 401)]";"[1]"
26;0.00799703598022;"[(626, 371), (777, 404), (912, 402)]";"[0, 0, 1]"
27;0.00957107543945;"[(720, 330), (914, 400)]";"[1, 1]"
28;0.009920835495;"[(624, 367), (720, 326), (916, 397)]";"[0, 1, 1]"
29;0.00889492034912;"[]";"[]"
30;0.00869393348694;"[(735, 398), (922, 397)]";"[0, 1]"
31;0.0084080696106;"[(779, 402)]";"[0]"
32;0.00869083404541;"[(724, 324)]";"[1]"
33;0.00874805450439;"[(725, 323)]";"[1]"
34;0.01051902771;"[(696, 379), (935, 399), (725, 321)]";"[0, 1, 1]"
35;0.00939893722534;"[]";"[]"
36;0.0129508972168;"[(941, 399)]";"[1]"
37;0.0103788375854;"[]";"[]"
38;0.00953698158264;"[(739, 398), (947, 395), (727, 314)]";"[0, 1, 1]"
39;0.00941586494446;"[(739, 395), (951, 392)]";"[0, 1]"
40;0.00996685028076;"[(697, 370), (954, 389)]";"[0, 1]"
41;0.00949692726135;"[(730, 305), (958, 389)]";"[1, 1]"
42;0.00939083099365;"[]";"[]"
43;0.00953483581543;"[(788, 398), (965, 391)]";"[0, 1]"
44;0.00977802276611;"[(697, 374), (731, 305)]";"[0, 1]"
45;0.00955605506897;"[(972, 391)]";"[1]"
46;0.00973415374756;"[(741, 397), (733, 303)]";"[0, 1]"
47;0.0100021362305;"[(621, 363), (741, 397), (732, 302), (979, 391)]";"[0, 0, 1, 1]"
48;0.0101399421692;"[(698, 374), (734, 300), (983, 391)]";"[0, 1, 1]"
49;0.0101249217987;"[(987, 389)]";"[1]"
50;0.0168099403381;"[(657, 364), (735, 296)]";"[0, 1]"
