frameno;frametime;cir_pos;color
0;0.05863904953;"[]";"[]"
1;0.0532360076904;"[]";"[]"
2;0.0539638996124;"[(617.5, 310.5)]";"[1]"
3;0.0691139698029;"[]";"[]"
4;0.0684471130371;"[(617.5, 307.5)]";"[1]"
5;0.0691161155701;"[(617.5, 306.5)]";"[1]"
6;0.0670490264893;"[]";"[]"
7;0.0618619918823;"[(794.5, 385.5)]";"[1]"
8;0.0817189216614;"[]";"[]"
9;0.0764989852905;"[(797.5, 385.5)]";"[1]"
10;0.0848140716553;"[]";"[]"
11;0.0830390453339;"[(615.5, 298.5), (800.5, 384.5)]";"[1, 1]"
12;0.0592558383942;"[(801.5, 383.5), (614.5, 296.5)]";"[1, 1]"
13;0.0506629943848;"[(613.5, 297.5)]";"[1]"
14;0.0534408092499;"[(613.5, 297.5), (804.5, 385.5)]";"[1, 1]"
15;0.0617489814758;"[]";"[]"
16;0.0540270805359;"[(612.5, 290.5)]";"[1]"
17;0.0588908195496;"[(809.5, 377.5), (612.5, 285.5)]";"[1, 1]"
18;0.0613269805908;"[(811.5, 373.5), (611.5, 281.5)]";"[1, 1]"
19;0.0572919845581;"[(812.5, 373.5), (610.5, 279.5)]";"[1, 1]"
20;0.0590829849243;"[(814.5, 375.5), (610.5, 280.5)]";"[1, 1]"
21;0.0669009685516;"[(816.5, 378.5)]";"[1]"
22;0.0615000724792;"[(608.5, 279.5)]";"[1]"
23;0.067666053772;"[(819.5, 374.5), (607.5, 276.5)]";"[1, 1]"
24;0.0695929527283;"[(607.5, 272.5), (821.5, 372.5)]";"[1, 1]"
25;0.0632979869843;"[(823.5, 370.5)]";"[1]"
26;0.0540969371796;"[(148.5, 382.5), (825.5, 369.5)]";"[1, 1]"
27;0.0655570030212;"[]";"[]"
28;0.0737540721893;"[(829.5, 367.5), (605.5, 263.5), (135.5, 382.5)]";"[1, 1, 1]"
29;0.0777261257172;"[(604.5, 260.5)]";"[1]"
30;0.0563609600067;"[(834.5, 366.5), (121.5, 382.5)]";"[1, 1]"
31;0.0680561065674;"[(836.5, 365.5)]";"[1]"
32;0.0568370819092;"[(106.5, 379.5), (838.5, 363.5)]";"[1, 1]"
33;0.0504970550537;"[(600.5, 250.5)]";"[1]"
34;0.0551209449768;"[(843.5, 359.5), (90.5, 376.5), (600.5, 247.5)]";"[1, 1, 1]"
35;0.0657298564911;"[]";"[]"
36;0.055419921875;"[(848.5, 359.5), (598.5, 244.5)]";"[1, 1]"
37;0.0680191516876;"[(850.5, 358.5)]";"[1]"
38;0.0824089050293;"[(853.5, 358.5), (596.5, 240.5)]";"[1, 1]"
39;0.0814061164856;"[(855.5, 357.5), (594.5, 238.5)]";"[1, 1]"
40;0.080883026123;"[(859.5, 358.5), (595.5, 237.5)]";"[1, 1]"
41;0.0765070915222;"[(862.5, 358.5)]";"[1]"
42;0.0726778507233;"[(864.5, 358.5), (592.5, 235.5)]";"[1, 1]"
43;0.0515170097351;"[(868.5, 360.5)]";"[1]"
44;0.0693690776825;"[(870.5, 357.5), (590.5, 231.5)]";"[1, 1]"
45;0.0749740600586;"[]";"[]"
46;0.0555438995361;"[(589.5, 223.5)]";"[1]"
47;0.0648910999298;"[(881.5, 347.5)]";"[1]"
48;0.074579000473;"[(885.5, 343.5), (588.5, 208.5)]";"[1, 1]"
49;0.0782978534698;"[(587.5, 202.5), (888.5, 338.5)]";"[1, 1]"
50;0.086758852005;"[(586.5, 196.5), (892.5, 335.5)]";"[1, 1]"
51;0.0823159217834;"[(895.5, 333.5)]";"[1]"
52;0.0822949409485;"[(585.5, 192.5), (899.5, 335.5)]";"[1, 1]"
53;0.0814290046692;"[(583.5, 191.5), (902.5, 336.5)]";"[1, 1]"
54;0.0621790885925;"[(583.5, 190.5), (907.5, 336.5)]";"[1, 1]"
55;0.0711479187012;"[(582.5, 186.5), (911.5, 335.5)]";"[1, 1]"
