frameno;frametime;cir_pos;color
0;0.0584111213684;"[(622.5, 433.5)]";"[0]"
1;0.0548219680786;"[(980.5, 477.5), (762.5, 417.5), (852.5, 405.5)]";"[0, 0, 1]"
2;0.0539410114288;"[(781.5, 438.5), (621.5, 433.5), (703.5, 349.5)]";"[0, 0, 1]"
3;0.0620248317719;"[(704.5, 348.5), (856.5, 402.5)]";"[1, 1]"
4;0.0748400688171;"[(653.5, 469.5)]";"[0]"
5;0.0753681659698;"[(619.5, 431.5), (858.5, 402.5)]";"[0, 1]"
6;0.0568997859955;"[(652.5, 375.5), (704.5, 345.5)]";"[0, 1]"
7;0.0650990009308;"[(653.5, 469.5), (862.5, 402.5)]";"[0, 1]"
8;0.0612730979919;"[(618.5, 432.5), (905.5, 472.5)]";"[0, 0]"
9;0.0555160045624;"[(575.5, 437.5), (1009.5, 480.5)]";"[0, 0]"
10;0.0662589073181;"[(721.5, 404.5), (911.5, 474.5), (704.5, 345.5)]";"[0, 0, 1]"
11;0.070944070816;"[(1018.5, 484.5)]";"[0]"
12;0.0753309726715;"[(706.5, 347.5)]";"[1]"
13;0.0659492015839;"[(653.5, 479.5)]";"[0]"
14;0.0562858581543;"[(725.5, 444.5), (708.5, 345.5), (1253.5, 184.5)]";"[0, 1, 1]"
15;0.0691368579865;"[(1039.5, 491.5)]";"[0]"
16;0.0582709312439;"[(655.5, 474.5), (1053.5, 490.5), (883.5, 403.5), (1273.5, 175.5)]";"[0, 0, 1, 1]"
17;0.0716481208801;"[(1059.5, 493.5)]";"[0]"
18;0.0876410007477;"[(657.5, 476.5), (852.5, 458.5), (713.5, 339.5)]";"[0, 0, 1]"
19;0.0722119808197;"[(1062.5, 495.5), (714.5, 338.5)]";"[0, 1]"
20;0.0770301818848;"[(1076.5, 496.5), (730.5, 402.5), (715.5, 336.5)]";"[0, 0, 1]"
21;0.0616879463196;"[(1082.5, 494.5)]";"[0]"
22;0.0721960067749;"[(659.5, 473.5), (901.5, 399.5), (717.5, 331.5)]";"[0, 1, 1]"
23;0.0720708370209;"[(659.5, 474.5), (718.5, 331.5)]";"[0, 1]"
24;0.0850360393524;"[(775.5, 402.5)]";"[0]"
25;0.0593800544739;"[(1100.5, 500.5), (660.5, 478.5), (909.5, 401.5)]";"[0, 0, 1]"
26;0.0739989280701;"[(1106.5, 502.5), (626.5, 371.5), (721.5, 331.5), (912.5, 402.5), (1018.5, 253.5)]";"[0, 0, 1, 1, 1]"
27;0.0546979904175;"[(620.5, 434.5), (957.5, 502.5), (721.5, 329.5)]";"[0, 0, 1]"
28;0.0573790073395;"[(617.5, 441.5)]";"[0]"
29;0.0703160762787;"[(1123.5, 502.5), (620.5, 432.5)]";"[0, 0]"
30;0.0860369205475;"[(1130.5, 504.5), (735.5, 398.5), (723.5, 323.5)]";"[0, 0, 1]"
31;0.0791578292847;"[(779.5, 402.5), (608.5, 433.5), (1144.5, 509.5)]";"[0, 0, 0]"
32;0.0891301631927;"[(732.5, 483.5), (929.5, 400.5)]";"[0, 1]"
33;0.0822961330414;"[(663.5, 479.5)]";"[0]"
34;0.0881838798523;"[(696.5, 379.5), (940.5, 469.5), (1166.5, 516.5), (726.5, 321.5)]";"[0, 0, 0, 1]"
35;0.0813188552856;"[(663.5, 479.5), (1170.5, 517.5), (938.5, 399.5)]";"[0, 0, 1]"
36;0.0613799095154;"[(624.5, 367.5), (727.5, 319.5), (941.5, 399.5)]";"[0, 1, 1]"
37;0.0612959861755;"[(1175.5, 517.5), (945.5, 397.5)]";"[0, 1]"
38;0.0795149803162;"[(739.5, 398.5), (948.5, 395.5)]";"[0, 1]"
39;0.0754611492157;"[(739.5, 395.5), (1197.5, 517.5), (952.5, 392.5), (730.5, 310.5)]";"[0, 0, 1, 1]"
40;0.0845940113068;"[(697.5, 370.5), (729.5, 306.5)]";"[0, 1]"
41;0.0728509426117;"[(606.5, 427.5), (959.5, 388.5)]";"[0, 1]"
42;0.0708529949188;"[(618.5, 431.5), (962.5, 391.5), (731.5, 306.5)]";"[0, 1, 1]"
43;0.0767769813538;"[(1213.5, 521.5), (788.5, 398.5), (732.5, 306.5)]";"[0, 0, 1]"
44;0.059210062027;"[(697.5, 374.5), (969.5, 392.5)]";"[0, 1]"
45;0.0532999038696;"[(1227.5, 523.5), (973.5, 391.5)]";"[0, 1]"
46;0.0570669174194;"[(616.5, 434.5), (976.5, 391.5), (733.5, 302.5)]";"[0, 1, 1]"
47;0.0651550292969;"[(621.5, 363.5), (1251.5, 530.5), (980.5, 391.5)]";"[0, 0, 1]"
48;0.083566904068;"[(645.5, 481.5), (984.5, 391.5), (734.5, 299.5)]";"[0, 1, 1]"
49;0.0757701396942;"[(614.5, 434.5), (988.5, 389.5)]";"[0, 1]"
50;0.0606980323792;"[(657.5, 364.5), (992.5, 389.5)]";"[0, 1]"
51;0.0849370956421;"[(1271.5, 531.5), (636.5, 480.5), (792.5, 396.5), (736.5, 293.5), (997.5, 388.5)]";"[0, 0, 0, 1, 1]"
52;0.0746819972992;"[(620.5, 359.5), (1001.5, 385.5)]";"[0, 1]"
53;0.0884220600128;"[(720.5, 438.5), (1006.5, 384.5), (738.5, 286.5)]";"[0, 1, 1]"
54;0.0970048904419;"[(743.5, 394.5), (1011.5, 384.5)]";"[0, 1]"
55;0.072361946106;"[(721.5, 441.5), (739.5, 285.5), (1016.5, 385.5)]";"[0, 1, 1]"
56;0.0680711269379;"[(616.5, 482.5), (1020.5, 386.5), (739.5, 285.5)]";"[0, 1, 1]"
57;0.0625519752502;"[(914.5, 472.5), (611.5, 484.5), (1025.5, 388.5), (740.5, 285.5)]";"[0, 0, 1, 1]"
58;0.0632410049438;"[(697.5, 376.5), (533.5, 447.5), (1062.5, 553.5), (1030.5, 389.5), (742.5, 284.5)]";"[0, 0, 0, 1, 1]"
59;0.0636868476868;"[(707.5, 450.5), (742.5, 280.5), (1035.5, 385.5)]";"[0, 1, 1]"
60;0.0644068717957;"[(962.5, 447.5), (655.5, 360.5), (1042.5, 382.5), (743.5, 275.5)]";"[0, 0, 1, 1]"
61;0.0660438537598;"[(722.5, 441.5), (922.5, 468.5), (1047.5, 379.5), (744.5, 270.5)]";"[0, 0, 1, 1]"
62;0.0717689990997;"[(698.5, 368.5), (1082.5, 555.5), (745.5, 267.5), (1054.5, 378.5)]";"[0, 0, 1, 1]"
63;0.0617129802704;"[(722.5, 443.5), (1243.5, 475.5), (746.5, 266.5), (1061.5, 380.5)]";"[0, 0, 1, 1]"
64;0.0703299045563;"[(746.5, 396.5), (747.5, 265.5)]";"[0, 1]"
65;0.062894821167;"[(568.5, 484.5), (807.5, 448.5), (1012.5, 476.5), (748.5, 263.5)]";"[0, 0, 0, 1]"
66;0.0658810138702;"[(698.5, 371.5), (1134.5, 548.5), (1154.5, 180.5)]";"[0, 0, 1]"
67;0.0588960647583;"[(749.5, 394.5), (1213.5, 544.5), (752.5, 255.5)]";"[0, 0, 1]"
68;0.0653891563416;"[(1228.5, 547.5), (701.5, 367.5)]";"[0, 0]"
69;0.0630879402161;"[(755.5, 388.5), (761.5, 244.5)]";"[0, 1]"
70;0.0670418739319;"[(550.5, 479.5), (766.5, 238.5), (616.5, 369.5)]";"[0, 1, 1]"
71;0.0672109127045;"[(628.5, 481.5), (1056.5, 467.5), (773.5, 233.5), (622.5, 369.5)]";"[0, 0, 1, 1]"
72;0.0679650306702;"[(678.5, 350.5), (1070.5, 468.5), (538.5, 484.5), (783.5, 231.5), (1228.5, 146.5)]";"[0, 0, 0, 1, 1]"
73;0.0669929981232;"[(250.5, 324.5), (644.5, 486.5), (1257.5, 594.5), (792.5, 231.5)]";"[0, 0, 0, 1]"
74;0.0659818649292;"[(560.5, 485.5), (1233.5, 573.5), (792.5, 389.5), (803.5, 226.5)]";"[0, 0, 0, 1]"
75;0.0627129077911;"[(565.5, 485.5), (750.5, 363.5), (145.5, 441.5)]";"[0, 0, 0]"
76;0.0718929767609;"[(758.5, 362.5), (1039.5, 467.5), (569.5, 483.5), (826.5, 216.5), (1230.5, 350.5)]";"[0, 0, 0, 1, 1]"
77;0.0612070560455;"[(574.5, 482.5), (837.5, 210.5), (1257.5, 346.5)]";"[0, 1, 1]"
78;0.0733318328857;"[(830.5, 385.5)]";"[0]"
79;0.0670931339264;"[(260.5, 305.5), (69.5, 261.5)]";"[0, 0]"
80;0.0715861320496;"[(550.5, 443.5), (8.5, 430.5), (209.5, 453.5), (877.5, 194.5)]";"[0, 0, 0, 1]"
81;0.0614588260651;"[(860.5, 386.5), (558.5, 444.5), (183.5, 301.5), (889.5, 191.5)]";"[0, 0, 0, 1]"
82;0.0686388015747;"[(870.5, 387.5), (700.5, 436.5), (12.5, 433.5), (905.5, 185.5)]";"[0, 0, 0, 1]"
83;0.0591568946838;"[(732.5, 351.5), (174.5, 376.5)]";"[0, 0]"
84;0.0686581134796;"[(832.5, 362.5), (105.5, 336.5), (593.5, 479.5)]";"[0, 0, 0]"
85;0.0582029819489;"[(792.5, 349.5), (925.5, 444.5), (608.5, 487.5)]";"[0, 0, 0]"
86;0.0667409896851;"[(935.5, 442.5)]";"[0]"
87;0.0613620281219;"[(760.5, 345.5), (978.5, 146.5)]";"[0, 1]"
88;0.0684640407562;"[(885.5, 419.5), (736.5, 486.5)]";"[0, 0]"
89;0.0602960586548;"[(742.5, 490.5)]";"[0]"
90;0.0645570755005;"[(933.5, 392.5)]";"[0]"
91;0.0643649101257;"[(659.5, 497.5)]";"[0]"
92;0.0805819034576;"[(947.5, 388.5), (762.5, 496.5)]";"[0, 0]"
